Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_1206c54087de.exe,442399,3.97,4.648,1,0,1
ember_c088d1d37440.exe,559840,12.14,5.847,185,2,1
ember_a15070a0cfd7.exe,964994,5.67,4.053,2,0,1
ember_7d67a6e4b2ff.exe,503808,10.29,6.601,102,1,1
ember_5c8b78753bee.exe,358912,26.79,5.154,135,1,1
ember_74f6dce13724.exe,966774,5.66,4.053,2,0,1
ember_1eb2f7e2c850.exe,1512771,19.81,4.292,1,0,1
ember_5ced3f42e6d1.exe,581632,1.08,6.13,7,0,1
ember_d9e137d52fd1.exe,278959,11.77,5.251,62,0,1
ember_f1636c154354.exe,966374,5.66,4.053,2,0,1
ember_7182cc29c889.exe,188948,1.97,7.559,11,1,1
ember_33be68e2cbc1.exe,66561,1.73,7.988,3,0,1
ember_6299d7bc62b3.exe,5267459,59.48,3.013,13,0,1
ember_2a119e6626bc.exe,991048,11.29,7.012,196,2,1
ember_0caad0bac830.exe,966254,5.66,4.053,2,0,1
ember_8abd9198a965.exe,356864,21.54,4.979,92,2,1
ember_b053e5531c9d.exe,3723264,24.55,6.073,78,0,1
ember_426425473f83.exe,147968,47.72,4.759,74,1,1
ember_721076373b35.exe,1829376,17.02,4.414,581,2,1
ember_4f070d6c37fb.exe,1184256,75.69,1.903,1,0,1
ember_713308b87984.exe,66561,1.72,7.988,3,0,1
ember_67d94109f3b7.exe,913920,3.19,5.542,151,1,1
ember_c086c55b1a81.exe,1054208,10.95,5.707,82,1,1
ember_745f912d08e3.exe,88623,2.59,4.878,1,0,1
ember_d2f59577ef6f.exe,151864,1.73,5.818,5,0,1
ember_6c67b9d03830.exe,803328,31.36,4.072,1,0,1
ember_a6e52e4b0b8c.exe,429568,12.62,5.092,33,0,1
ember_af1f0f1ab305.exe,3584,74.33,3.271,8,0,1
ember_a2502c822841.exe,966404,5.66,4.053,2,0,1
ember_1e25851180ac.exe,503808,10.28,6.601,102,1,1
ember_a6126eed822b.exe,559728,12.15,5.847,185,2,1
ember_54a444575902.exe,1534904,1.03,5.545,154,0,1
ember_944246f85ba0.exe,966364,5.66,4.053,2,0,1
ember_2bc1ea46c8ab.exe,155648,18.89,6.131,104,0,1
ember_d6bee0dfb8df.exe,559816,12.15,5.847,185,2,1
ember_44d7bf064c18.exe,3584,74.33,3.277,8,0,1
ember_0e149d7ea7e3.exe,5267459,63.84,2.935,13,0,1
ember_dd0efb948a8a.exe,965024,5.67,4.053,2,0,1
ember_e9179a904316.exe,63810,20.0,4.487,171,0,1
ember_7c994f2ede72.exe,962374,5.69,4.053,2,0,1
ember_7e3e9c96e28a.exe,473088,6.53,4.643,3,0,1
ember_a569fba6c93e.exe,340073,5.53,6.498,109,1,1
ember_d4bd3b01bd84.exe,991232,19.31,5.732,75,1,1
ember_95bfce983873.exe,139264,20.26,5.557,54,0,1
ember_86eac24083a0.exe,965834,5.67,4.053,2,0,1
ember_a3faed17a111.exe,962394,5.69,4.053,2,0,1
ember_efc55eb260ff.exe,99328,1.33,7.985,3,0,1
ember_be1a0c3e84ae.exe,72704,25.76,4.734,10,0,1
ember_0b12fa21a3bf.exe,307712,55.6,4.23,68,1,1
ember_ec75a97401bc.exe,1001984,10.53,5.755,87,2,1
ember_befc7e91fd46.exe,736256,12.24,5.117,78,1,1
ember_00b1a0f48383.exe,99328,13.35,7.985,3,0,1
ember_6a5abb6c9379.exe,961984,5.69,4.053,2,0,1
ember_cb9ac42d36f2.exe,131200,20.92,6.117,25,0,1
ember_611cd3e56799.exe,968004,5.65,4.053,2,0,1
ember_91900fdc394e.exe,274432,35.61,5.004,241,1,1
ember_dd30368b7f3c.exe,964234,5.68,4.053,2,0,1
ember_58e45e4fefa4.exe,343487,6.08,5.037,61,0,1
ember_f4d52e37daf6.exe,489984,16.05,5.155,107,1,1
ember_2c1c69046c9b.exe,965554,5.67,4.053,2,0,1
ember_2e4bf45fe9da.exe,967324,5.66,4.053,2,0,1
ember_22451425c28e.exe,139264,20.26,5.557,54,0,1
ember_a5767f4c3eeb.exe,966754,5.66,4.053,2,0,1
ember_3879f5e3303c.exe,244224,4.86,6.532,65,0,1
ember_8de79134a2b6.exe,65536,37.98,3.203,48,1,1
ember_7b1352e49d0f.exe,155648,18.89,6.131,104,0,1
ember_1e0307a3e453.exe,465800,19.05,4.734,2,0,1
ember_45acbe4f2f0f.exe,525168,72.38,4.482,105,3,1
ember_c8f3b7115fbe.exe,965104,5.67,4.053,2,0,1
ember_5c796c18dc32.exe,505955,5.55,6.606,1,0,1
ember_c00a5b58d0f7.exe,110728,20.64,6.319,7,0,1
ember_6f51c0d029e4.exe,39064,17.44,7.092,4,0,1
ember_eb9da6199298.exe,368640,17.89,5.313,373,0,1
ember_5bcd6a917c46.exe,114688,79.51,3.945,37,0,1
ember_626112376f0a.exe,966184,5.66,4.053,2,0,1
ember_dadfa8cf5bde.exe,229376,6.39,4.603,37,0,1
ember_686ac8586956.exe,91136,36.07,4.441,16,0,1
ember_63d8b39bb36e.exe,1331600,13.4,5.101,74,0,1
ember_2cb87b007e5b.exe,303891,6.02,4.883,2,0,1
ember_e50aecaca512.exe,963884,5.68,4.053,2,0,1
ember_559b64dd6a68.exe,343511,6.08,5.037,61,0,1
ember_897410668a12.exe,88576,2.59,4.878,1,0,1
ember_db6e8883deb1.exe,103140,24.07,7.989,2,0,1
ember_7711b97fef48.exe,1339392,43.83,5.661,0,0,1
ember_6b2d34bdd949.exe,151561,61.82,4.055,55,0,1
ember_c73082a78f4c.exe,965424,5.67,4.053,2,0,1
ember_418872266c18.exe,970474,5.64,4.053,2,0,1
ember_6c4bf035f1a6.exe,139264,20.26,5.557,54,0,1
ember_834f6accaf09.exe,3584,74.33,3.272,8,0,1
ember_0a97f14c23b4.exe,1032643,17.17,3.292,17,1,1
ember_d34b2ce1c598.exe,3584,74.33,3.274,8,0,1
ember_03dc5413d191.exe,103140,1.48,7.987,2,0,1
ember_3eed08a1e086.exe,966624,5.66,4.053,2,0,1
ember_ec6b5ccb1704.exe,575800,5.7,5.767,83,1,1
ember_2b2381dc85b9.exe,967824,5.66,4.053,2,0,1
ember_9eefb5fbf844.exe,2738697,1.85,2.99,90,0,1
ember_5fef40219b68.exe,963324,5.68,4.053,2,0,1
ember_fb7d56a4e935.exe,1339392,43.83,5.659,0,0,1
ember_4646c826d89b.exe,964404,5.68,4.053,2,0,1
ember_507bda6d2d67.exe,965554,5.67,4.053,2,0,1
ember_69ed779b56b4.exe,352094,8.28,5.278,8,0,1
ember_4a24b15a16a3.exe,2094592,55.87,4.024,80,2,1
ember_f081f3a16ea1.exe,432640,7.13,3.787,11,0,1
ember_7aaa2f3c82ac.exe,1353449,2.28,7.512,8,0,1
ember_ea992f07a0b8.exe,3560960,66.16,4.593,73,2,1
ember_58b6dcfbac05.exe,208896,30.46,4.792,14,0,1
ember_af4dfb3a8ee9.exe,265216,28.22,4.537,187,1,1
ember_9a9da310a6f6.exe,3201416,0.93,4.284,155,0,1
ember_b74650bcfae7.exe,139264,20.26,5.557,54,0,1
ember_645cbbeebdf7.exe,158024,21.5,5.575,23,0,1
ember_c7abe7b86760.exe,965344,5.67,4.053,2,0,1
ember_bf94655d66b6.exe,1562624,49.01,5.112,73,1,1
ember_9944a21031ec.exe,273408,19.16,6.017,260,1,1
ember_e3b13ea1b8e1.exe,1054208,10.96,5.707,82,1,1
ember_592243897c61.exe,503808,10.29,6.601,102,1,1
ember_0989be39f721.exe,971034,5.64,4.053,2,0,1
ember_84d2eda0a24f.exe,139264,20.26,5.557,54,0,1
ember_6549c58a2251.exe,421888,15.13,4.797,20,0,1
ember_e8de112d84f7.exe,351794,31.17,4.055,55,0,1
ember_ca148c110d5a.exe,964984,5.67,4.053,2,0,1
ember_db12f900ff21.exe,155648,18.89,6.131,104,0,1
ember_f6dc376b237e.exe,111960,7.23,4.942,129,2,1
ember_408ca2d6861e.exe,965254,5.67,4.053,2,0,1
ember_b7b2d06522d5.exe,786432,6.33,5.697,80,1,1
ember_677b5e242dac.exe,99328,1.55,7.985,3,0,1
ember_77544b66cdd9.exe,401408,56.59,3.935,1,0,1
ember_d72474795b5f.exe,123392,18.56,4.251,11,0,1
ember_398c772e47fd.exe,139264,20.26,5.557,54,0,1
ember_a353bf54ac77.exe,66561,1.74,7.988,3,0,1
ember_4ea91497751c.exe,968914,5.65,4.053,2,0,1
ember_c6460b6a596e.exe,189460,3.19,6.924,8,0,1
ember_dd3f03f2c992.exe,967164,5.66,4.053,2,0,1
ember_57480e94a908.exe,343581,6.03,5.037,61,0,1
ember_ee36e1713cdd.exe,3584,74.33,3.275,8,0,1
ember_bafcd4387f7c.exe,425984,30.48,4.688,92,2,1
ember_cdf512ac589f.exe,965674,5.67,4.053,2,0,1
ember_d55d33602b5f.exe,343494,6.04,5.037,61,0,1
ember_bba51fa347d9.exe,500740,6.68,5.495,1,0,1
ember_a1a78d319222.exe,983040,0.83,3.647,24,1,1
ember_7760b10c0af2.exe,155648,18.89,6.131,104,0,1
ember_eed72f265801.exe,139264,20.26,5.557,54,0,1
ember_bdd0ce1ff1f8.exe,139264,20.26,5.557,54,0,1
ember_8e38f05bef23.exe,771584,9.24,0.877,7,0,1
ember_0757e07ff429.exe,967304,5.66,4.053,2,0,1
ember_001bd5bfdffb.exe,874643,22.62,4.613,105,1,1
ember_50931c9bde54.exe,227839,14.43,5.339,102,0,1
ember_b0c1a80c078b.exe,786656,12.43,5.14,458,4,1
ember_01f041064bc5.exe,965454,5.67,4.053,2,0,1
ember_172b5f0a7e45.exe,1250816,6.76,6.766,114,1,1
ember_6caf1acbc0fd.exe,63805,20.0,4.487,171,0,1
ember_eeb8d19c1b66.exe,123392,18.58,4.251,11,0,1
ember_0fc87c131a1c.exe,88576,2.59,4.878,1,0,1
ember_3e79aa61b2be.exe,736256,12.24,5.11,78,1,1
ember_fec275f7922c.exe,88576,2.59,4.878,1,0,1
ember_03c4ad00f0ec.exe,2738673,1.89,2.99,90,0,1
ember_eb2a128c5629.exe,1013128,13.38,5.486,40,1,1
ember_3c3629af4e83.exe,3351552,73.16,2.704,77,1,1
ember_b0cf108e9363.exe,422084,12.58,5.52,71,1,1
ember_37d1a8b420d6.exe,543952,12.32,5.84,179,2,1
ember_f053257fa4fc.exe,2188256,1.6,5.304,213,1,1
ember_94f321bfd93f.exe,1288870,22.3,4.291,1,0,1
ember_24e8388d3570.exe,444928,14.05,6.392,106,2,1
ember_0df532aca945.exe,965484,5.67,4.053,2,0,1
ember_1f3d9f3e1790.exe,151552,16.02,5.475,52,0,1
ember_5544bcc09abf.exe,503808,10.28,6.601,102,1,1
ember_f8b2a1178698.exe,233472,44.04,4.056,255,1,1
ember_c8bf20a4367c.exe,524288,7.42,5.581,83,1,1
ember_487e2971ef4a.exe,99328,11.38,7.988,3,0,1
ember_818b85a3b2bf.exe,963344,5.68,4.053,2,0,1
ember_10e8596fa48b.exe,353664,31.97,3.862,11,0,1
ember_f5621123a94c.exe,147296,11.16,5.512,85,2,1
ember_71097f8d630c.exe,140839,17.45,5.289,58,0,1
ember_635afb80a9ed.exe,512696,15.94,5.357,306,2,1
ember_e01995919894.exe,88576,2.59,4.878,1,0,1
ember_aceed448a2ce.exe,99328,27.53,7.985,3,0,1
ember_6cb72061270f.exe,967844,5.66,4.053,2,0,1
ember_7138adbaa8e3.exe,180224,10.38,5.578,82,1,1
ember_aa8ef2e47815.exe,139264,20.26,5.557,54,0,1
ember_37d5bb758dd2.exe,123392,18.59,4.251,11,0,1
ember_89b60590b5cf.exe,2209896,1.59,5.304,213,1,1
ember_48ea7d1cbb84.exe,536064,7.33,6.689,12,0,1
ember_fda76951d68d.exe,1764492,52.5,6.208,49,1,1
ember_6038c5577e8c.exe,155648,18.89,6.131,104,0,1
ember_bbe133f76412.exe,324096,22.58,5.082,266,2,1
ember_6af81df0e909.exe,967864,5.66,4.053,2,0,1
ember_2e3771b25070.exe,967614,5.66,4.053,2,0,1
ember_ad9e1c7874e1.exe,567496,22.16,3.584,59,0,1
ember_1a6ce02c4ff8.exe,966404,5.66,4.053,2,0,1
ember_9ce00fb4dc50.exe,970474,5.64,4.053,2,0,1
ember_f5c5b3d8c888.exe,525212,72.37,4.482,105,3,1
ember_18cc1aff8f55.exe,1971792,1.73,5.304,213,1,1
ember_303c933e3924.exe,966804,5.66,4.053,2,0,1
ember_e8dd89baa511.exe,965204,5.67,4.053,2,0,1
ember_604f17804d8c.exe,21194,40.93,4.697,23,0,1
ember_abfb9fe53ef6.exe,1894400,26.89,6.161,69,1,1
ember_d7350c55fc0b.exe,965424,5.67,4.053,2,0,1
ember_8654a9226b28.exe,139264,20.26,5.557,54,0,1
ember_969b4f73f4b8.exe,126879,10.92,5.704,54,0,1
ember_64d8ff7c751a.exe,500224,20.26,4.64,127,2,1
ember_aac8f3bc5089.exe,965144,5.67,4.053,2,0,1
ember_8d72dae17abc.exe,1144568,16.91,5.732,312,2,1
ember_19cbd9e784c7.exe,2017280,0.79,6.236,7,0,1
ember_858f67c06daa.exe,962844,5.68,4.053,2,0,1
ember_0daa530448e1.exe,435712,17.51,5.035,108,1,1
ember_d9fade0e3edf.exe,964784,5.67,4.053,2,0,1
ember_e93593998a9a.exe,363520,23.96,5.469,116,1,1
ember_fff463557fc0.exe,238658,22.21,4.969,156,2,1
ember_44807438ff43.exe,1595392,16.98,4.609,388,2,1
ember_70c2e6ee142b.exe,963244,5.68,4.053,2,0,1
ember_1e5c6757ff06.exe,375248,24.44,4.303,44,0,1
ember_23f9c365388f.exe,968064,5.65,4.053,2,0,1
ember_d05103eea09b.exe,207942,6.3,5.656,160,0,1
ember_48b220a7dc1f.exe,765440,12.9,5.341,15,0,1
ember_0f6d0c87580b.exe,964524,5.67,4.053,2,0,1
ember_4d6203695424.exe,962274,5.69,4.053,2,0,1
ember_063a6f1be47b.exe,138752,15.62,4.861,101,1,1
ember_8989b38b5ae8.exe,888868,14.82,4.47,467,4,1
ember_d894be3fd705.exe,965054,5.67,4.053,2,0,1
ember_b04a9b1132d7.exe,2293248,72.71,4.292,69,1,1
ember_eb18ae69f151.exe,823296,19.26,6.175,414,1,1
ember_e090a422afc5.exe,965114,5.67,4.053,2,0,1
ember_3b8d2a4f3ae1.exe,139264,20.26,5.557,54,0,1
ember_f053f4fdb368.exe,927232,2.74,6.116,86,2,1
ember_4de0f5ab2c28.exe,965744,5.67,4.053,2,0,1
ember_647d6108634b.exe,966194,5.66,4.053,2,0,1
ember_7fa872dd87c2.exe,543984,12.32,5.84,179,2,1
ember_6219c6f6c5e9.exe,736256,12.24,5.121,78,1,1
ember_25187059c867.exe,343551,6.03,5.037,61,0,1
ember_e4dce6b5b6bd.exe,965374,5.67,4.053,2,0,1
ember_4686aae1cdf4.exe,965404,5.67,4.053,2,0,1
ember_10311d2d8956.exe,197640,3.0,4.926,2,0,1
ember_545e4d684643.exe,49430,54.62,3.449,39,0,1
ember_a143dbf321b6.exe,965874,5.67,4.053,2,0,1
ember_e37f6ca3da3a.exe,669184,3.64,4.432,1,0,1
ember_24c768edf3f0.exe,353792,41.25,4.567,22,0,1
ember_ec8f1a46bf37.exe,963204,5.68,4.053,2,0,1
ember_95bd9549947c.exe,3482624,68.64,4.15,62,2,1
ember_daf48c15ca0f.exe,966404,5.66,4.053,2,0,1
ember_3e68d9fbaf6f.exe,139264,20.26,5.557,54,0,1
ember_8463924fa07c.exe,212556,11.95,3.162,386,1,1
ember_6c95b3688d63.exe,965814,5.67,4.053,2,0,1
ember_421c69ac38fe.exe,467857,5.07,5.908,42,0,1
ember_b3e5414ad31d.exe,963944,5.68,4.053,2,0,1
ember_3d4bf739dec6.exe,293547,5.62,5.284,168,0,1
ember_8b6845c9df45.exe,139264,20.26,5.557,54,0,1
ember_e5c92f1580e8.exe,966704,5.66,4.053,2,0,1
ember_0be84d15265b.exe,139264,20.26,5.557,54,0,1
ember_8fb2279b8216.exe,163840,5.28,5.886,96,2,1
ember_6213538c5962.exe,966984,5.66,4.053,2,0,1
ember_39d2d3284546.exe,1353461,2.25,7.544,8,0,1
ember_0bc4d893263f.exe,966924,5.66,4.053,2,0,1
ember_64b4cd4ef4ec.exe,3092992,12.4,6.624,75,1,1
ember_5ea0f489f3c1.exe,73728,83.47,3.817,31,0,1
ember_a7e87e0203a7.exe,358912,26.79,5.154,135,1,1
ember_511d242799c4.exe,313344,31.5,5.475,94,2,1
ember_164676f99e30.exe,343592,6.08,5.037,61,0,1
ember_cbc6c5e8f0e5.exe,139264,20.26,5.557,54,0,1
ember_146e430827e0.exe,503808,10.28,6.601,102,1,1
ember_89e3316d265f.exe,123392,18.57,4.251,11,0,1
ember_d6be16a0292f.exe,1006080,19.16,5.818,75,1,1
ember_cee8a9f22c26.exe,503808,10.28,6.601,102,1,1
ember_dcf44f26744c.exe,480768,2.77,7.463,3,0,1
ember_15add8bfd9a4.exe,961204,5.69,4.053,2,0,1
ember_5dd07cdb7c8a.exe,123392,18.59,4.251,11,0,1
ember_aeb7aebb6629.exe,591872,67.77,4.982,10,0,1
ember_020dd55f9ca6.exe,809094,6.04,5.309,138,1,1
ember_68b4dcb23d3b.exe,3584,74.33,3.272,8,0,1
ember_6ea1d0ef5f2c.exe,964274,5.68,4.053,2,0,1
ember_b019e11f66b5.exe,965764,5.67,4.053,2,0,1
ember_55ae3cec1f94.exe,5267459,58.1,3.036,13,0,1
ember_90baa91215a6.exe,967064,5.66,4.053,2,0,1
ember_b6b9ef49a216.exe,966304,5.66,4.053,2,0,1
ember_38f0968dd109.exe,343514,6.04,5.037,61,0,1
ember_fe6c443305a9.exe,966254,5.66,4.053,2,0,1
ember_bb01d9980dc3.exe,1855088,5.94,3.464,116,2,1
ember_c000c47a862d.exe,90112,9.46,4.478,74,0,1
ember_b780d1cba5e7.exe,261120,17.62,4.859,104,1,1
ember_a1f33954e512.exe,964434,5.68,4.053,2,0,1
ember_012b016f46ff.exe,736794,5.53,5.309,138,1,1
ember_51fb0a151aee.exe,1219589,20.53,5.801,16,0,1
ember_765586068097.exe,231822,4.56,6.677,10,0,1
ember_d2a34f9c4044.exe,1607168,3.69,6.858,75,1,1
ember_6939ebfe9794.exe,652408,3.14,4.312,1,0,1
ember_0e5adfefbcf9.exe,247722,12.29,5.52,92,2,1
ember_69bb40a09c83.exe,58880,28.31,4.71,63,1,1
ember_823d7fdff2ab.exe,245965,3.77,5.634,91,1,1
ember_9ec8121bd0c6.exe,179712,1.53,5.214,15,1,1
ember_7f95900484e5.exe,967584,5.66,4.053,2,0,1
ember_80eb077c4d51.exe,1717891,2.46,4.646,5,0,1
ember_6f865eb3add5.exe,966074,5.67,4.053,2,0,1
ember_8647e3db24e2.exe,965974,5.67,4.053,2,0,1
ember_df4f223e3392.exe,139264,20.26,5.557,54,0,1
ember_42a1a74d9310.exe,321024,21.79,5.52,101,2,1
ember_86c29b115499.exe,736256,12.24,5.118,78,1,1
ember_e9aab3899d02.exe,135168,19.88,5.027,44,0,1
ember_2db349e14955.exe,964784,5.67,4.053,2,0,1
ember_f48cc4405470.exe,1339392,43.85,5.638,0,0,1
ember_094e7c5d6eca.exe,559856,12.14,5.847,185,2,1
ember_5a70ba86eebb.exe,966454,5.66,4.053,2,0,1
ember_7a2f5fd3dd4f.exe,3020800,4.29,6.135,114,2,1
ember_071ce72f8da5.exe,965844,5.67,4.053,2,0,1
ember_bdd115e41525.exe,155648,18.89,6.131,104,0,1
ember_3dc2f608646e.exe,139264,20.26,5.557,54,0,1
ember_3e7f4fbd268e.exe,525270,72.37,4.482,105,3,1
ember_db2683125154.exe,971314,5.63,4.053,2,0,1
ember_7d31cf7ed271.exe,1813918,12.75,5.653,751,1,1
ember_7d6352c57b15.exe,3584,74.33,3.275,8,0,1
ember_3e2078c464bb.exe,929792,7.03,4.222,38,0,1
ember_ea58e6894528.exe,503808,10.28,6.601,102,1,1
ember_0716beba6e98.exe,31350,30.56,5.034,53,0,1
ember_7b139bbc805c.exe,353280,18.53,4.718,15,1,1
ember_643c95e1270c.exe,555104,21.92,4.135,65,0,1
ember_297c7032d4bd.exe,99328,2.0,7.986,3,0,1
ember_699530cf1985.exe,937070,20.3,4.055,55,0,1
ember_807341d70088.exe,158641,13.14,5.515,1,0,1
ember_d17cf4f7053b.exe,965174,5.67,4.053,2,0,1
ember_6f4855153ba2.exe,965464,5.67,4.053,2,0,1
ember_085f6115b692.exe,225792,1.24,5.152,15,1,1
ember_5a0a80cade56.exe,1471328,19.11,4.405,890,0,1
ember_4f800d6c26d4.exe,2738640,1.89,2.99,90,0,1
ember_ea696b30c87c.exe,231926,5.82,5.62,157,0,1
ember_f90d0254fc04.exe,736256,12.24,5.124,78,1,1
ember_f3769d6c2602.exe,155648,18.89,6.131,104,0,1
ember_847558bbc3e6.exe,381168,4.45,6.31,11,0,1
ember_29da08373a51.exe,965044,5.67,4.053,2,0,1
ember_23949a8d0016.exe,503808,10.28,6.601,102,1,1
ember_f09f41380835.exe,441854,25.94,4.055,55,0,1
ember_97e8195dd3fa.exe,197632,33.21,4.867,3,0,1
ember_1007d25045b7.exe,287748,9.18,4.503,71,1,1
ember_3804d3cc0f67.exe,2061938,15.19,7.896,0,0,1
ember_5e6244c9db80.exe,139264,20.26,5.557,54,0,1
ember_9150515b05d0.exe,966644,5.66,4.053,2,0,1
ember_b7141becb937.exe,139264,20.26,5.557,54,0,1
ember_ab79f476d084.exe,489130,14.5,4.055,55,0,1
ember_c5be412f6a52.exe,653728,3.14,4.312,1,0,1
ember_8e74927cbe3b.exe,343390,6.08,5.037,61,0,1
ember_0e2278650e35.exe,57635,11.25,7.468,8,0,1
ember_96e2a0a2ef76.exe,3584,74.33,3.275,8,0,1
ember_28c3d62df4d8.exe,550304,51.2,3.124,166,1,1
ember_6b14b01e5a97.exe,144384,6.86,7.356,90,1,1
ember_eafa86b619e0.exe,1339392,43.83,5.659,0,0,1
ember_c69e4687597f.exe,343414,6.08,5.037,61,0,1
ember_ade992415e8f.exe,147456,22.46,5.273,79,0,1
ember_24d3f0d15394.exe,246053,3.77,5.634,91,1,1
ember_0363504383ed.exe,795952,34.36,4.371,252,2,1
ember_dc15560ab9f0.exe,966204,5.66,4.053,2,0,1
ember_4f5472f17c8a.exe,967994,5.65,4.053,2,0,1
ember_43668d8e9d51.exe,967174,5.66,4.053,2,0,1
ember_71199ca734ea.exe,965434,5.67,4.053,2,0,1
ember_fe1f44841992.exe,689664,3.23,4.258,1,0,1
ember_26b21f88f7bc.exe,2431680,13.75,6.588,274,0,1
ember_505ece1dd4dd.exe,965084,5.67,4.053,2,0,1
ember_5510552247ba.exe,197632,33.22,4.867,3,0,1
ember_d0364579c84f.exe,967294,5.66,4.053,2,0,1
ember_6f2831f6e1ba.exe,369152,24.39,5.593,108,2,1
ember_88105a0c64a4.exe,146979,78.57,3.101,6,0,1
ember_cb7d83b2f77f.exe,967784,5.66,4.053,2,0,1
ember_87d132eff74f.exe,293805,11.41,5.648,86,1,1
ember_4b7db16709b0.exe,278528,23.65,3.964,53,0,1
ember_4b9e708f4ab0.exe,139264,20.26,5.557,54,0,1
ember_1b5c597dbf8a.exe,222504,18.72,5.594,196,0,1
ember_9086c82babe3.exe,131200,20.92,6.117,25,0,1
ember_7cc8cf12be0d.exe,716808,1.62,4.842,2,0,1
ember_e9c0385035d6.exe,350209,4.63,4.971,91,0,1
ember_b8fcdd136df4.exe,110592,22.74,3.945,0,0,1
ember_7e7fb1ab87e1.exe,888868,14.82,4.47,467,4,1
ember_4204525775c4.exe,128643,21.48,4.055,55,0,1
ember_14f81499c14f.exe,609792,12.81,5.699,14,0,1
ember_ff37ba31dada.exe,139264,20.26,5.557,54,0,1
ember_76f16256f9ed.exe,1371904,86.26,3.949,67,2,1
ember_c2f9bfadbdfc.exe,1053696,10.93,5.709,81,1,1
ember_86d5aab055cc.exe,2628744,20.66,5.625,608,2,1
ember_a77c1e136cda.exe,421888,15.13,4.948,20,0,1
ember_ff914702e758.exe,30734,30.07,5.034,53,0,1
ember_5584e46b39fa.exe,201143,7.43,4.789,28,0,1
ember_63bf068a1552.exe,970804,5.64,4.053,2,0,1
ember_d431050df0a4.exe,336229,10.52,5.175,93,2,1
ember_80bdb49138f8.exe,888868,14.82,4.47,467,4,1
ember_31a282e8a9a9.exe,345144,19.99,5.43,317,1,1
ember_2f4d76bb70ae.exe,964804,5.67,4.053,2,0,1
ember_b396548b80ba.exe,416768,18.06,5.314,136,2,1
ember_7c7f314f671f.exe,964894,5.67,4.053,2,0,1
ember_695fda5a62af.exe,88576,2.59,4.878,1,0,1
ember_82131c6bd1a6.exe,3584,74.33,3.27,8,0,1
ember_a26b7e04d238.exe,343595,6.08,5.037,61,0,1
ember_2f7413776282.exe,88576,2.59,4.878,1,0,1
ember_6d72656071a5.exe,559848,12.14,5.847,185,2,1
ember_bf067dbbab5f.exe,273408,18.25,6.057,134,0,1
ember_c18eaaa5715d.exe,99952,13.8,7.824,1,0,1
ember_d0ddf462fe39.exe,246053,3.77,5.634,91,1,1
ember_3b54b049c771.exe,139264,20.26,5.557,54,0,1
ember_d69a3f1620bf.exe,151552,21.8,5.462,39,0,1
ember_1fb354c0db91.exe,500224,20.26,4.64,127,2,1
ember_2bfebab0c04e.exe,982528,0.76,4.798,29,1,1
ember_f4161d2f3c49.exe,131200,20.92,6.117,25,0,1
ember_88f4478c11ae.exe,135168,16.75,3.938,74,1,1
ember_972194901fd4.exe,1060864,23.45,4.857,91,1,1
ember_29f4b55e78bc.exe,965464,5.67,4.053,2,0,1
ember_5c2cc862b44f.exe,963874,5.68,4.053,2,0,1
ember_4a50b9ec6b24.exe,388571,13.68,5.499,123,4,1
ember_2ee46566ba57.exe,987648,15.54,5.606,425,2,1
ember_707d82bf8baf.exe,139264,20.26,5.557,54,0,1
ember_e10982afd746.exe,2607224,2.38,4.683,122,2,1
ember_293d0475cdc2.exe,155648,18.89,6.131,104,0,1
ember_34cffb873ec7.exe,374784,8.35,3.766,11,0,1
ember_eb9cc0fdf7d3.exe,3655712,5.85,5.043,86,1,1
ember_5841a98312e6.exe,965164,5.67,4.053,2,0,1
ember_0bb7c5902005.exe,951960,49.76,2.505,60,0,1
ember_23aef29b404c.exe,961904,5.69,4.053,2,0,1
ember_59fdfdda6133.exe,1438720,0.6,5.643,3,1,1
ember_d4227dc417ef.exe,2466816,63.81,4.012,77,2,1
ember_6dbd5f0d3b34.exe,965964,5.67,4.053,2,0,1
ember_7620ef001ee7.exe,126996,10.73,5.524,54,0,1
ember_f49de99f5124.exe,964164,5.68,4.053,2,0,1
ember_e87ae67ba4aa.exe,967344,5.66,4.053,2,0,1
ember_bdd918febc03.exe,538172,24.23,5.225,293,2,1
ember_9ffcc308a6fe.exe,343528,6.08,5.037,61,0,1
ember_3c12eac81439.exe,152136,1.72,5.818,5,0,1
ember_6092032b258a.exe,965724,5.67,4.053,2,0,1
ember_806926677cf7.exe,139264,20.26,5.557,54,0,1
ember_12681e8b53f0.exe,267592,15.73,4.055,55,0,1
ember_f746400c069d.exe,2061938,12.92,5.235,218,2,1
ember_59a54caf471e.exe,1313280,3.36,5.323,1,0,1
ember_1d8bfbe11ea4.exe,963904,5.68,4.053,2,0,1
ember_a3c073c66d56.exe,561664,7.28,3.765,11,0,1
ember_edb157556b7c.exe,983388,18.39,3.749,191,0,1
ember_e232caa772b9.exe,298496,3.22,3.96,38,0,1
ember_21af50df6ef3.exe,559824,12.15,5.847,185,2,1
ember_57841dbd9f8c.exe,964884,5.67,4.053,2,0,1
ember_6421f7b07d29.exe,503808,10.27,6.601,102,1,1
ember_1182752e4d4d.exe,904248,1.65,5.287,74,0,1
ember_b3f361fe201e.exe,2738575,1.85,2.99,90,0,1
